SchemaName,ProcedureName,create_date,modify_date,is_auto_executed
----------,-------------,-----------,-----------,----------------
aap,spAnnualAuditorSportAllocation,2022-02-24 13:07:21.520,2022-02-24 17:14:35.243,0
aap,spAuditPlanPreRequisiteData,2022-07-21 11:21:22.713,2026-08-11 13:00:11.670,0
aap,spAuditPlanPreRequisiteData_2023_09_21_bak,2023-09-21 09:38:25.250,2023-09-21 09:38:25.250,0
aap,spAuditPlanPreRequisiteData_bak20220928,2022-09-28 16:05:04.817,2022-09-28 16:05:04.817,0
aap,spAuditPlanPreRequisiteData_Dev,2023-08-27 16:55:12.047,2026-07-27 18:34:30.657,0
aap,spCreateRevisedAnnualAuditPlan,2022-02-16 17:23:29.117,2026-08-11 13:00:13.703,0
aap,spCreateRevisedSetTarget,2023-07-27 15:37:58.453,2026-08-11 13:00:12.917,0
aap,SpDeleteAnnualAuditPlan,2022-02-23 14:32:23.570,2023-07-27 16:23:14.067,0
aap,spGetAnnualAuditorAllocation,2022-02-23 12:03:04.863,2026-08-11 12:08:12.460,0
aap,spGetAnnualAuditorAllocation_Dev,2022-03-21 10:36:07.213,2022-03-21 10:36:38.467,0
aap,spGetAnnualAuditPlanOtherAssuranceReport,2023-09-20 13:08:33.227,2023-09-20 13:19:32.987,0
aap,spGetAnnualAuditPlanOtherAssuranceSummaryReport,2023-09-20 13:24:33.753,2024-05-09 18:59:53.903,0
aap,spGetAnnualAuditPlanReport,2022-02-15 12:39:38.797,2023-10-04 19:18:57.733,0
aap,spGetAnnualAuditPlanReport_Dev,2022-03-08 15:27:56.790,2022-03-08 15:51:12.430,0
aap,spGetAnnualAuditPlanReport_Old,2023-06-21 11:17:13.030,2023-06-21 11:17:13.030,0
aap,spGetAnnualAuditPlanSummaryReport,2022-09-25 18:20:57.267,2024-05-09 18:59:52.543,0
aap,spGetAnnualAuditPlanSummaryReport_Dev,2022-09-27 11:27:38.123,2022-09-27 12:02:27.507,0
aap,spGetAnnualAuditPlanSummaryReport_Old,2023-06-21 11:20:22.890,2023-06-21 11:20:22.890,0
aap,spGetAnnualResourceAllocation,2022-03-21 10:50:16.710,2026-08-11 13:00:14.413,0
aap,spGetAnnualResourceAllocation_2023_09_21_bak,2023-09-21 10:28:16.293,2023-09-21 10:28:16.293,0
aap,spGetAnnualResourceAllocation_25072023,2023-07-25 15:38:28.480,2023-07-25 15:38:28.480,0
aap,spGetAnnualResourceAllocation_Dev,2022-05-09 15:40:41.790,2023-05-31 14:41:28.970,0
aap,spGetAnnualYearWiseProgrammeGroup,2022-01-10 15:57:27.770,2023-08-27 18:46:36.073,0
aap,spGetAnnualYearWiseProgrammeGroup_Bk,2022-01-18 10:12:38.917,2022-01-18 10:12:38.917,0
aap,spGetAnnualYearWiseProgrammeGroup_Dev,2022-04-27 14:40:18.840,2022-04-27 14:40:18.840,0
aap,spGetAnnualYearWiseProgrammeGroupForEdit,2022-02-24 12:24:22.140,2023-08-27 19:02:03.070,0
aap,spGetAnualResourceAllocation,2022-02-17 21:07:21.607,2022-03-02 15:29:29.333,0
aap,SpGetProjectByAnnualAuditPlan,2022-04-28 11:00:42.240,2023-12-17 16:27:04.060,0
aap,spGetResourceAllocationByZone,2022-02-22 15:17:40.810,2026-01-11 13:17:23.787,0
aap,spGetSetTargetCalculation,2022-02-02 15:50:18.097,2022-10-03 16:05:22.600,0
aap,spGetSetTargetCalculation_Dev,2022-09-27 15:09:18.703,2022-09-27 15:09:18.703,0
aap,spUpdateAnualResourceAllocation,2022-02-17 20:46:07.163,2022-05-12 10:06:28.430,0
aap,spUpdateAnualResourceAllocation_Dev,2022-05-12 09:24:13.367,2022-05-12 10:03:09.453,0
adc,GetDocReqCurrentWithPreviousData,2025-02-24 15:01:11.200,2025-02-24 15:01:11.200,0
adc,SpActionPlanFollowUpInsert,2024-11-24 18:30:28.313,2024-11-24 18:35:15.733,0
adc,SpAprLikelihoodMappingDelete,2024-05-11 18:44:13.263,2025-05-19 14:32:37.833,0
adc,SpAprLikelihoodMappingInsert,2024-05-11 18:23:07.640,2025-05-19 14:37:14.337,0
adc,SpAprLikelihoodMappingUpdate,2024-05-11 18:38:23.780,2025-05-19 14:36:03.857,0
adc,spAuditConductionPlanningSubProcess,2023-10-15 11:37:29.590,2024-11-24 17:54:40.460,0
adc,SpBranchStaffHierarchyByApi,2025-03-10 11:23:05.717,2025-03-10 11:23:05.717,0
adc,SpDeleteAuditConductionDiagram,2023-11-30 13:10:38.753,2024-11-24 18:30:32.120,0
adc,SpDeleteAuditConductionDocument,2023-12-04 20:22:09.543,2024-11-24 18:18:53.610,0
adc,spDeleteAuditConductionObservation,2023-01-08 17:52:38.050,2024-05-11 18:51:56.683,0
adc,spDeleteAuditConductionPlanningProcess,2022-11-08 16:33:27.353,2024-05-08 16:24:53.987,0
adc,spDeleteAuditConductionPlanningSubProcess,2023-11-27 15:07:29.343,2023-12-21 17:42:55.700,0
adc,SpDeleteReportWritingComplianceICQ,2023-11-07 14:17:39.893,2023-11-07 15:28:00.667,0
adc,SpDispatchMatrixDelete,2025-05-19 13:16:57.950,2025-05-19 18:39:52.563,0
adc,SpDispatchMatrixInsert,2025-05-19 13:17:10.463,2025-05-19 18:39:44.660,0
adc,SpDispatchMatrixUpdate,2025-05-19 13:17:04.967,2025-05-20 17:01:35.700,0
adc,SpGetAprReportWritingObservation,2022-11-28 14:27:47.027,2022-11-30 17:06:16.440,0
adc,spGetAuditConductionAuditSchedule,2022-07-21 11:37:39.630,2024-11-24 18:24:52.427,0
adc,spGetAuditConductionAuditSchedule_Dev,2022-08-05 05:19:45.820,2022-08-11 06:49:20.667,0
adc,SpGetAuditConductionAuditScheduleByYearMonth,2025-02-24 14:58:10.400,2026-05-13 12:29:38.517,0
adc,spGetAuditConductionBranchManager,2022-11-02 17:27:52.610,2024-05-11 16:54:03.963,0
adc,spGetAuditConductionObservationTitle,2025-11-03 12:47:05.157,2025-11-03 12:47:18.410,0
adc,SpGetComplianceInternal,2025-03-10 11:19:44.687,2025-06-17 18:52:32.233,0
adc,spGetDashBoardForAuditConduction,2022-07-21 18:55:41.563,2022-07-21 18:55:41.563,0
adc,spGetDashBoardForAuditConduction_Dev,2022-08-05 05:12:04.030,2022-08-05 05:12:04.030,0
adc,spGetMeetingParticipantList,2023-10-10 12:33:22.220,2023-10-16 19:57:32.593,0
adc,SpGetReportWritingInformation,2022-10-26 13:00:14.980,2022-10-26 15:32:20.273,0
adc,SpGetReportWritingObservation,2022-08-16 11:23:46.920,2023-11-06 15:45:26.737,0
adc,SpInsertMeetingMemberForApi,2025-02-24 15:46:04.780,2025-03-10 11:23:06.273,0
adc,SpInsertMeetingMemberForApiDev,2025-03-02 02:26:12.760,2025-03-02 03:12:51.080,0
adc,spInsertOrUpdateAudConDesAssContSubMap,2023-10-02 18:49:19.963,2023-10-02 18:49:19.963,0
adc,SpInsertReportWritingActionPlan,2023-11-26 17:03:52.400,2025-04-13 15:36:21.410,0
adc,SpInsertReportWritingActionPlanDev,2025-04-13 14:47:21.663,2025-04-13 15:15:36.920,0
adc,SpInsertReportWritingComplianceExternal,2023-11-04 19:19:11.280,2025-02-24 14:47:19.873,0
adc,SpInsertReportWritingComplianceExternal_Dev,2023-11-06 15:03:27.620,2023-11-06 16:23:15.403,0
adc,SpInsertUpdateAudConMeetingDecMember,2023-10-15 13:24:23.633,2023-10-15 15:18:13.877,0
adc,SpInsertUpdateBranchProjectAuditInfoFromConduction,2025-05-18 17:37:31.440,2025-10-12 18:04:02.853,0
adc,SpInsertUpdateReportWritingComplianceICQ,2023-11-02 13:09:48.173,2026-05-20 17:20:37.070,0
adc,spIsPdActiveAuditConductionPlanningProcess,2023-12-02 11:16:08.203,2023-12-02 11:27:49.137,0
adc,spIsPdActiveAuditConductionPlanningSubProcess,2023-11-27 15:59:32.573,2023-12-02 11:28:33.557,0
adc,SpPlanningProcessAuditor,2022-08-21 09:31:43.930,2023-11-30 13:41:24.330,0
adc,SpPlanningProcessAuditor_Dev,2023-11-30 12:44:25.310,2023-12-03 16:13:12.080,0
adc,SpReportWritingPermSettingDelete,2026-07-29 17:22:07.243,2026-08-16 16:18:14.990,0
adc,SpReportWritingPermSettingInsert,2026-07-29 17:22:17.890,2026-08-11 14:09:23.240,0
adc,SpReportWritingPermSettingUpdate,2026-07-29 17:22:28.603,2026-08-11 14:17:22.630,0
adc,SpUpdateAuditConductionMeetingDetail,2023-12-06 16:55:50.080,2025-02-26 10:05:36.740,0
adc,SpUpdateConductionPlanningProcess,2022-11-10 16:00:00.380,2024-05-08 16:24:37.223,0
adc,SpUpdateReportWritingComplianceIcq,2022-08-16 11:46:41.293,2025-07-17 13:23:37.983,0
adc,SpUpdateReportWritingComplianceInternal,2022-08-16 11:51:02.950,2022-12-15 16:17:27.137,0
dbo,sp_alterdiagram,2021-12-15 17:26:22.680,2021-12-15 17:26:22.680,0
dbo,sp_creatediagram,2021-12-15 17:26:22.673,2021-12-15 17:26:22.673,0
dbo,sp_dropdiagram,2021-12-15 17:26:22.693,2021-12-15 17:26:22.693,0
dbo,SP_FIND_HAS_ISDELETE_COLUMN,2022-04-13 14:25:10.263,2022-04-13 14:25:10.263,0
dbo,SP_FIND_TABLE_VIEW_FOR_COLUMN,2022-04-13 14:09:32.480,2022-04-17 14:22:56.337,0
dbo,sp_helpdiagramdefinition,2021-12-15 17:26:22.657,2021-12-15 17:26:22.657,0
dbo,sp_helpdiagrams,2021-12-15 17:26:22.653,2021-12-15 17:26:22.653,0
dbo,sp_renamediagram,2021-12-15 17:26:22.677,2021-12-15 17:26:22.677,0
dbo,sp_upgraddiagrams,2021-12-15 17:26:22.610,2021-12-15 17:26:22.610,0
dbo,spAuditPlanPreRequisiteData_bak07122021,2021-12-07 17:39:11.377,2021-12-07 17:39:11.377,0
dbo,spAuditPlanPreRequisiteData_Dev,2021-12-07 16:41:29.460,2022-04-21 16:01:33.423,0
dbo,spAuditResourceAllocationDataUpdate,2021-11-08 16:19:30.860,2021-11-08 16:19:30.860,0
dbo,spAuditStaffSupperVisorUpdate,2021-09-02 16:55:06.920,2021-10-21 15:40:42.640,0
dbo,SpAuditStaffUpdate,2021-08-24 16:29:38.420,2024-05-22 07:30:19.203,0
dbo,SpAuditTimeAllocationNonRisBasekDataSeed,2021-10-31 14:48:34.703,2021-10-31 14:50:08.503,0
dbo,SpBracStaffDropDown,2022-12-13 11:59:15.610,2022-12-13 11:59:18.310,0
dbo,SpBracStaffUpdate,2022-08-29 13:24:25.627,2025-11-24 10:35:19.787,0
dbo,SpCheckData,2022-01-29 22:33:26.700,2022-01-30 10:34:09.510,0
dbo,SpCreateAuditCapacityPlan,2021-10-28 13:09:53.690,2021-10-28 19:54:25.437,0
dbo,spDataMissMatchCorrectionAuditConductionObservationControl,2025-01-16 18:05:32.470,2025-01-16 18:47:41.610,0
dbo,spDataMissMatchCorrectionAuditConductionObservationDesignAssesment,2025-01-16 18:23:25.043,2025-01-16 18:47:36.937,0
dbo,spDataMissMatchCorrectionAuditConductionObservationSubstantive,2025-01-16 18:04:33.590,2025-01-16 18:47:30.437,0
dbo,SpDataVarificationAndDelete,2022-01-31 10:25:45.670,2023-12-31 08:29:26.123,0
dbo,SpDataVarificationAndDelete_Dev,2022-01-31 19:02:00.180,2022-10-17 15:41:42.890,0
dbo,spDeleteAllDataFromAllTableOfOnl,2022-10-24 12:36:33.490,2022-10-24 12:39:08.927,0
dbo,SpGetAuditTimeAllocation,2021-10-24 19:47:45.073,2021-10-25 14:55:53.457,0
dbo,spGetBracStaffDropDown,2023-03-23 11:54:40.697,2025-02-24 15:00:47.887,0
dbo,spGetBracStaffSearch,2021-10-03 10:42:57.480,2021-10-12 17:41:31.253,0
dbo,spGetBranchByProjet,2021-09-27 20:21:57.210,2021-09-27 21:03:42.920,0
dbo,SpGetLocationMapping,2021-09-08 15:24:12.540,2021-09-21 14:24:09.453,0
